ID_KH,TEN_KH,DIACHI_KH,GIOITINH_KH,EMAIL_KH,NGAYSINH_KH,SDT_KH,USERNAME_KH,PASS_KH,TIKIXU,MA_HTTT
37,Nguyễn Đức Mạnh,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",1,npddhqn8@gmail.com            ,5/27/1994 2:21,180185627,Lynette803          ,Kentucky            ,-2080117356,NULL
38,Phan Phú Trung,120 Phan Xích Long P3 Quận Bình Thạnh,1,byzejzw88@gmail.com           ,11/28/1987 0:06,816789598,Charlotte243        ,Montana             ,-900791947,NULL
39,Phạm Bảo Khang,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,pvbl.wyeswegjk@gmail.com      ,11/3/1996 2:50,575122065,Valerie274          ,Montana             ,714567267,NULL
40,Trần Gia Huy,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,mfplvba@gmail.com             ,8/6/1991 5:21,57078701,Barbara55           ,Maryland            ,2089815750,NULL
41,Nguyễn An Sơn,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,zufuok.nifenh@gmail.com       ,8/28/1984 3:36,280828229,Dustin683           ,New Hampshire       ,1374130557,NULL
42,Nguyễn Sỹ Nhật Minh,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",1,xcic.aprs@gmail.com           ,7/2/1996 23:45,484414702,Andrew469           ,South Dakota        ,603664180,NULL
43,Phan Minh Triết,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,gjcovtn.csjellovc@gmail.com   ,7/12/1980 17:32,24640052,Everett459          ,Pennsylvania        ,-864254045,NULL
44,Nguyễn Hồ An,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,irho.rfcn@gmail.com           ,8/11/1995 11:22,214389274,Ebony119            ,Illinois            ,269220385,NULL
45,Lê Vĩnh Lộc,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,enci59@gmail.com              ,3/20/1993 17:08,56789143,Stacie574           ,Louisiana           ,-883679732,NULL
46,Nguyễn Tuấn Khanh,"156 pAn Lạc A, QBình Tân, TpHCM",0,mradve.qjkensknz@gmail.com    ,3/31/1990 1:06,490316829,Janelle719          ,Illinois            ,-1858397086,NULL
47,Nguyễn Huỳnh Bảo Nam,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,dpdo@gmail.com                ,10/26/1983 14:28,469400484,Tyler927            ,Illinois            ,2084364550,NULL
48,Anh Quân,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",1,xehwhdz.mqretu@gmail.com      ,6/30/1983 7:38,328718389,Blake644            ,Illinois            ,-1393207694,NULL
49,Đinh Đăng Việt Anh,"156 pAn Lạc A, QBình Tân, TpHCM",1,nosdurv.emlkj@gmail.com       ,3/26/1984 4:49,269261350,Marilyn922          ,Nevada              ,73031616,NULL
50,Trần Mai Ngọc Đăng,"156 pAn Lạc A, QBình Tân, TpHCM",1,fbxx.ijgkiyft@gmail.com       ,11/12/1985 22:57,365165708,Cornelius917        ,Pennsylvania        ,-597667429,NULL
51,Nguyễn Tùng Chi,"233đường Trục, P.13, Q. BìnhThạnh",1,ucji.svkg@gmail.com           ,1/20/1988 6:52,868790720,Monte444            ,Tennessee           ,-1549151353,NULL
52,Vinh,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",1,obcqnmf.qgvuvffm@gmail.com    ,3/22/1984 18:00,716777862,Lisa3               ,New Mexico          ,-2108734107,NULL
53,Trần Mai Linh,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,mspzy00@gmail.com             ,8/19/1987 15:11,208517782,Miriam386           ,New York            ,-500288561,NULL
54,Nguyễn Khôi Nguyên,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,ynfnr.ggqx@gmail.com          ,4/5/1986 22:55,38446869,Omar751             ,Wisconsin           ,177471744,NULL
55,Tâm An,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",1,srig.pnkugdynt@gmail.com      ,11/24/1992 18:25,87950681,Camille937          ,Louisiana           ,-1640189453,NULL
56,Trần Duy Minh,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,csflkm.ltee@gmail.com         ,6/2/1981 15:14,877330648,Marisa926           ,Virginia            ,-1844984206,NULL
57,Nguyễn Huỳnh Bảo Nam,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,yywv.yrsvdnnjeh@gmail.com     ,4/12/1994 18:14,831492169,Lisa019             ,Hawaii              ,-956444768,NULL
58,Nguyễn Hoàng Bảo Anh,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",1,oewhenkm038@gmail.com         ,5/3/1980 21:56,636577518,Enrique732          ,Arkansas            ,1173623526,NULL
59,Nguyễn Trung Hưng,120 Phan Xích Long P3 Quận Bình Thạnh,0,ckol.himvxkwc@gmail.com       ,11/24/1992 4:56,502387748,Rocky083            ,Colorado            ,-1497792538,NULL
60,Đỗ Vũ Phúc Anh,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",1,xdkq936@gmail.com             ,3/15/1996 7:01,264085733,Faith21             ,Maine               ,-691682075,NULL
61,Nguyễn Duy Nguyên,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",1,kljeu.waaczxjwu@gmail.com     ,3/20/1984 0:11,114231360,Carrie242           ,Iowa                ,-1951468220,NULL
62,Lê Anh Khoa,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",1,rajtrho.rtmqdcwrky@gmail.com  ,4/20/1991 13:41,90881452,Dwayne953           ,Delaware            ,-1363859335,NULL
63,An Lê,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,eszq.cvxgb@gmail.com          ,6/27/1982 1:24,958683662,Gwendolyn582        ,Tennessee           ,1186468209,NULL
64,Nguyễn Trí Cao,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,oyihi@gmail.com               ,9/1/1987 22:43,562947734,Marcia459           ,Massachusetts       ,1389146923,NULL
65,Nguyễn Trọng Quang,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",1,uqrfnkkx299@gmail.com         ,8/8/1981 13:55,518521393,Vicky35             ,California          ,1803755440,NULL
66,Vinh,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",1,cybs@gmail.com                ,5/24/1982 4:32,169376249,Mitchell36          ,New Hampshire       ,-1819972297,NULL
67,Đầu Bảo Linh,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",1,sqwpzxr.nrqud@gmail.com       ,2/13/1995 21:34,883231205,Tammie438           ,Alaska              ,1807775094,NULL
68,Phan Tấn Khoa,120 Phan Xích Long P3 Quận Bình Thạnh,1,buccke.acvtw@gmail.com        ,10/1/1986 9:49,11789247,Leonard201          ,Maryland            ,-989952521,NULL
69,Phùng Đức An,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",1,gquyycz.ontcfp@gmail.com      ,3/26/1990 13:46,648690357,Wendy761            ,Colorado            ,1741375574,NULL
70,Nguyễn Xuân Hùng,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",1,ieroxh.kawvwmedvk@gmail.com   ,6/14/1993 10:24,58642724,Robbie562           ,Rhode Island        ,858304589,NULL
71,Nguyễn Minh Trí,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,xwsvbo556@gmail.com           ,10/3/1987 7:37,36463653,Alisha705           ,Texas               ,-2112972830,NULL
72,Hoàng Gia Anh,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",1,qflurbhm.qoxfdyckjx@gmail.com ,4/3/1991 14:23,699630870,Dennis029           ,Utah                ,791013450,NULL
73,Diệp Chi,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",1,qrrqi.rcao@gmail.com          ,12/14/1982 3:12,206239864,Nora423             ,Montana             ,-1453528417,NULL
74,Vòng Tải Đông,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,zgqks596@gmail.com            ,1/28/1991 23:42,23952832,Gregory242          ,Alaska              ,637084121,NULL
75,Nguyễn Hồ An,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,gdyv01@gmail.com              ,1/2/1996 7:52,87556386,Francis544          ,South Carolina      ,2024612934,NULL
76,Trần Quang Thịnh,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,tjznudi88@gmail.com           ,11/4/1987 6:51,954255396,Jesse008            ,Alaska              ,-1436095449,NULL
77,Cao Minh Bảo,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",1,cvyy.kxhkubu@gmail.com        ,11/17/1990 16:12,425636241,Donnie747           ,North Carolina      ,586605869,NULL
78,Hồ Tuấn Đạt,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,mjupib.zphcqpeq@gmail.com     ,3/30/1995 23:13,934376648,Jay068              ,Arkansas            ,2026508984,NULL
79,Đức Thắng,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",1,ctxdizx.rgyjo@gmail.com       ,8/22/1991 8:15,780917001,Abigail344          ,Delaware            ,1940910429,NULL
80,Nguyễn Minh Trí,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,siqy.mvcuw@gmail.com          ,4/26/1985 19:00,276121670,Barbara283          ,Wisconsin           ,1437595014,NULL
81,Tuấn Minh,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,rkxutqf.xhejxroj@gmail.com    ,4/11/1987 15:43,891875615,Melinda485          ,Kentucky            ,1447573638,NULL
82,Trần Quang Thịnh,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,jqbik@gmail.com               ,1/29/1987 17:49,13231589,Cecil163            ,West Virginia       ,-58745606,NULL
83,Nguyễn Minh Quân,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",1,zmqyujmr8@gmail.com           ,4/16/1983 2:33,519093365,Deanna405           ,Pennsylvania        ,-1784108364,NULL
84,Vũ Quang Đạt,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,nidw.amptb@gmail.com          ,12/16/1980 14:53,366615287,Seth09              ,Missouri            ,806926077,NULL
85,Mai Phương,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",1,lnkg96@gmail.com              ,12/23/1990 7:55,793125115,Jose786             ,Oklahoma            ,1239472495,NULL
86,Đỗ Vũ Phúc Anh,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,nqtc967@gmail.com             ,9/4/1986 0:57,541480904,Jon614              ,Delaware            ,1505002646,NULL
87,Nguyễn Duy Nguyên,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,drmbb652@gmail.com            ,8/21/1996 4:09,886225210,Bryan668            ,New Jersey          ,-33953634,NULL
88,Thủy Phương,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,qfkrmh.jxnhazrku@gmail.com    ,10/2/1985 22:13,336415574,Chadwick732         ,Washington          ,-90417385,NULL
89,Hưng,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,1,scvwcyg.jtcqljk@gmail.com     ,11/27/1981 5:24,915989409,Omar023             ,New Jersey          ,1940035379,NULL
90,Tâm An,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",1,ljkw.liupklcjck@gmail.com     ,3/17/1984 12:46,325209524,Leon923             ,Mississippi         ,157680346,NULL
91,Khánh,120 Phan Xích Long P3 Quận Bình Thạnh,1,veqtdl8@gmail.com             ,3/23/1983 18:14,386028219,Serena916           ,West Virginia       ,-1293084721,NULL
92,Lương Thảo Nhi,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,mhgcyp034@gmail.com           ,1/23/1994 4:25,165275880,Janette203          ,Indiana             ,-1152235253,NULL
93,Nguyễn Minh Trí,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,cjni@gmail.com                ,1/3/1992 19:10,394813542,Chandra720          ,Massachusetts       ,825775808,NULL
94,Vũ Minh Phát,"156 pAn Lạc A, QBình Tân, TpHCM",1,jarsgp@gmail.com              ,8/20/1980 19:49,631050903,Vicki591            ,Connecticut         ,-997157104,NULL
95,Phan Anh,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",1,hxzjalyb.lwzdaaz@gmail.com    ,5/19/1987 5:09,750055873,Dawn976             ,California          ,-380296859,NULL
96,Đoàn Danh Hưng,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,bggu0@gmail.com               ,5/10/1990 13:55,848132094,Sally64             ,Michigan            ,-423417661,NULL
97,Đinh Ngọc Anh Thơ,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,ovozmt.yelb@gmail.com         ,1/6/1994 22:21,534808443,Brandie011          ,Wyoming             ,836973234,NULL
98,Đinh Tuấn Khang,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",1,qklu.rjwqsgrd@gmail.com       ,11/10/1989 18:49,694587631,Bruce748            ,Louisiana           ,874927134,NULL
99,Khôi,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,xnukjo.nnbsabfwp@gmail.com    ,1/2/1994 21:26,77652071,Billie000           ,Florida             ,-495457386,NULL
100,Minh,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,bkwv13@gmail.com              ,10/28/1990 12:35,294047688,Mandi718            ,South Carolina      ,1937941651,NULL
101,Nguyễn Đại Nam,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,rewtuqha06@gmail.com          ,2/15/1992 3:32,550030001,Gabriela909         ,Hawaii              ,-584253482,NULL
102,Trịnh Lê Diệu Anh,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",1,tgygusq7@gmail.com            ,1/25/1994 4:40,742137523,Russell770          ,Utah                ,-762950689,NULL
103,Lê Đức Nhật,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,hpsrcmmg29@gmail.com          ,4/5/1990 17:53,681882011,Brandon257          ,Connecticut         ,-936794119,NULL
104,Trần Khải Đôn,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,ugbsb.ohtrpwu@gmail.com       ,10/12/1987 18:25,837921714,Ralph861            ,South Carolina      ,-1294303412,NULL
105,Thủy Phương,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",1,lsuakt969@gmail.com           ,2/10/1995 15:20,586276639,Mitchell456         ,Vermont             ,451343479,NULL
106,Tuệ San,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",1,xtrw.hloqxgxgo@gmail.com      ,10/18/1993 16:29,326203509,Claire81            ,West Virginia       ,1173034433,NULL
107,Nguyễn Hoàng Biển,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",1,wbcfszvi.owiadccup@gmail.com  ,4/9/1981 14:48,41661266,Shana214            ,California          ,339844995,NULL
108,Trương Đăng Kiên ,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",1,qwcio@gmail.com               ,7/21/1993 15:29,461087955,Cody407             ,New Jersey          ,-1572002295,NULL
109,hoàng trung kiên,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",1,uocd38@gmail.com              ,4/4/1987 15:03,373868615,Grant590            ,Florida             ,143355601,NULL
110,Phùng Đức An,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,sgxyif4@gmail.com             ,1/21/1985 11:33,240603572,Larry693            ,Kentucky            ,700026032,NULL
111,Nguyễn Mai Thảo,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",1,nmvdcqtk.uqjb@gmail.com       ,7/16/1987 23:02,96968257,Marvin861           ,Illinois            ,1411547776,NULL
112,Lê Vĩnh Lộc,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,occlqxrg.oswhqtpd@gmail.com   ,1/13/1996 19:02,930464607,Fredrick119         ,Delaware            ,-316825716,NULL
113,Lê Đức Nhật,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",1,liylamm97@gmail.com           ,9/12/1985 13:41,515918671,Wesley54            ,Virginia            ,533361425,NULL
114,Xuân Phú,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,xwyudhhu@gmail.com            ,7/31/1987 9:56,877828042,Maureen634          ,Delaware            ,-533734700,NULL
115,Ngô Quang Thế,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,htoyxci516@gmail.com          ,12/4/1988 15:17,685890173,Joanna012           ,Arizona             ,1789221457,NULL
116,Ngân Anh,"68 Nguyễn Huệ, P. Bến Nghé, Quận",1,prcye.huhrwxmn@gmail.com      ,2/19/1994 6:22,649692776,Donna255            ,Louisiana           ,-901807848,NULL
117,An Lê,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,iizpcr.ooxatpp@gmail.com      ,1/5/1988 11:07,490736582,Steven125           ,Maryland            ,2146318607,NULL
118,Hứa Huy Phong,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,fgfle3@gmail.com              ,7/11/1981 10:30,211942648,Randi660            ,Kentucky            ,-1358518821,NULL
119,Nguyễn Nhật Ánh Dương,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,ymmxbz.sveea@gmail.com        ,9/9/1993 14:49,349196440,Rachelle262         ,Ohio                ,771256700,NULL
120,Tuấn Anh,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,xzqjp.nesyqrhb@gmail.com      ,12/5/1991 12:58,949678621,Ramon047            ,West Virginia       ,572648206,NULL
121,Mai Bảo Ân ,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",1,zsrcdff.phebtlo@gmail.com     ,10/3/1982 0:24,139419967,Matt40              ,Wisconsin           ,-1344895492,NULL
122,Đặng Minh Đức,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",1,qiloaaj37@gmail.com           ,5/13/1989 23:21,252719493,Adrienne754         ,California          ,814670751,NULL
123,Vương Đắc Quốc Anh,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,khit@gmail.com                ,11/4/1984 4:24,159184736,Nathaniel988        ,South Carolina      ,-998815567,NULL
124,Tâm An,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",1,nxmsuc.rdmkhklbzp@gmail.com   ,1/9/1986 0:59,890829466,Monique106          ,North Carolina      ,904005235,NULL
125,Lê Nguyễn Thiên Ân,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",1,yshys.pdhykpx@gmail.com       ,3/24/1990 16:09,97366010,Timmy728            ,South Dakota        ,-716182581,NULL
126,Nguyễn Thị Bình Minh,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,ahdp.ezsayxm@gmail.com        ,9/10/1990 3:13,862157219,Levi103             ,New Jersey          ,-674026375,NULL
